product_name,price,old_price,difference,percentage_difference,price_per_unit,promo_description,category,purchasable,page
Sauge DUCROS,1.24,1.55,0.31,20.0,103.33 € / KG,PROMO : 20%,,True,154
Sel au céleri DUCROS,1.88,2.35,0.47,20.0,19.79 € / KG,PROMO : 20%,,True,154
Persil DUCROS,1.69,1.99,0.3,15.08,99.41 € / KG,1 acheté = 15% de remise,,True,154
Persil DUCROS,3.19,4.25,1.06,24.94,106.33 € / KG,1 acheté = 25% de remise,,True,154
Thym DUCROS,3.35,4.19,0.84,20.05,39.41 € / KG,PROMO : 20%,,True,154
Sel de Guérande IGP DUCROS,1.59,1.99,0.4,20.1,26.50 € / KG,PROMO : 20%,,True,154
Capsules Lave-vaisselle Tout en 1 Original FAIRY,9.47,14.35,4.88,34.01,,PROMO : 34%,,True,154
Safran poudre DUCROS,4.49,4.99,0.5,10.02,4.49 € / U,1 acheté = 10% de remise,,True,154
Epices couscous DUCROS,1.49,1.99,0.5,25.13,74.50 € / KG,1 acheté = 25% de remise,,True,154
Assaisonnement Guacamole Mexicain DUCROS,0.93,1.09,0.16,14.68,46.50 € / KG,1 acheté = 15% de remise,,True,154
Epices pour chili Mexicain DUCROS,1.46,1.95,0.49,25.13,73.00 € / KG,1 acheté = 25% de remise,,True,154
Thym branches entières DUCROS,1.48,1.85,0.37,20.0,87.06 € / KG,PROMO : 20%,,True,154
Laurier feuilles entières DUCROS,1.57,1.85,0.28,15.14,92.35 € / KG,1 acheté = 15% de remise,,True,154
Mélange d'épices poulet Tandoori DUCROS,1.52,1.79,0.27,15.08,76.00 € / KG,1 acheté = 15% de remise,,True,154
Sel de Méditerranée DUCROS,1.8,2.25,0.45,20.0,26.47 € / KG,PROMO : 20%,,True,155
Baies roses entières DUCROS,2.54,2.99,0.45,15.05,127.00 € / KG,1 acheté = 15% de remise,,True,155
Piment doux DUCROS,1.99,2.65,0.66,24.91,49.75 € / KG,1 acheté = 25% de remise,,True,155
Carvi graines DUCROS,1.64,2.19,0.55,25.11,43.16 € / KG,1 acheté = 25% de remise,,True,155
Poivre Saveur moulu DUCROS,2.31,2.89,0.58,20.07,57.75 € / KG,PROMO : 20%,,True,155
Epices pour grillades DUCROS,2.34,2.75,0.41,14.91,137.65 € / KG,1 acheté = 15% de remise,,True,155
Clous de girofle moulus DUCROS,1.96,2.45,0.49,20.0,56.00 € / KG,PROMO : 20%,,True,155
Céleri graines moulues DUCROS,1.27,1.69,0.42,24.85,38.48 € / KG,1 acheté = 25% de remise,,True,155
Menthe DUCROS,1.27,1.59,0.32,20.13,141.11 € / KG,PROMO : 20%,,True,155
Epices curry Indien DUCROS,1.57,1.85,0.28,15.14,78.50 € / KG,1 acheté = 15% de remise,,True,155
Mélange d'épices Tajine marocain DUCROS,1.4,1.75,0.35,20.0,77.78 € / KG,PROMO : 20%,,True,155
Capsules Lave-vaisselle Citron Tout en 1+ FAIRY,9.47,14.35,4.88,34.01,,PROMO : 34%,,True,155
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,155
Badiane anis étoilé DUCROS,1.99,2.49,0.5,20.08,79.60 € / KG,PROMO : 20%,,True,155
Mélange à la Chinoise DUCROS,2.18,2.72,0.54,19.85,58.92 € / KG,PROMO : 20%,,True,155
Mélange d'épices pour pâtes DUCROS,2.07,2.59,0.52,20.08,69.00 € / KG,PROMO : 20%,,True,155
Epices colombo DUCROS,1.95,2.29,0.34,14.85,48.75 € / KG,1 acheté = 15% de remise,,True,155
Sel à l'ail DUCROS,1.56,1.95,0.39,20.0,19.50 € / KG,PROMO : 20%,,True,155
Cumin graines DUCROS,1.91,2.55,0.64,25.1,54.57 € / KG,1 acheté = 25% de remise,,True,155
Cardamome moulue DUCROS,2.17,2.55,0.38,14.9,62.00 € / KG,1 acheté = 15% de remise,,True,155
Coriandre feuilles DUCROS,1.49,1.99,0.5,25.13,212.86 € / KG,1 acheté = 25% de remise,,True,155
Fines Herbes DUCROS,1.19,1.49,0.3,20.13,170.00 € / KG,PROMO : 20%,,True,155
Coriandre graines DUCROS,1.64,2.19,0.55,25.11,74.55 € / KG,1 acheté = 25% de remise,,True,155
Mélange Provençal DUCROS,2.06,2.75,0.69,25.09,52.82 € / KG,1 acheté = 25% de remise,,True,155
Basilic DUCROS,1.31,1.75,0.44,25.14,45.17 € / KG,1 acheté = 25% de remise,,True,155
Persillade Assaisonnement DUCROS,1.76,2.35,0.59,25.11,18.53 € / KG,1 acheté = 25% de remise,,True,155
Poivre mélange DUCROS,3.31,3.89,0.58,14.91,97.35 € / KG,1 acheté = 15% de remise,,True,155
Epice mélange Méditerranéen DUCROS,2.17,2.55,0.38,14.9,67.81 € / KG,1 acheté = 15% de remise,,True,155
Epices persillade provençale DUCROS,1.59,1.99,0.4,20.1,53.00 € / KG,PROMO : 20%,,True,155
Assaisonnement Italienne pour salade DUCROS,3.82,5.09,1.27,24.95,22.47 € / KG,1 acheté = 25% de remise,,True,155
Muscade noix entières DUCROS,2.59,3.45,0.86,24.93,143.89 € / KG,1 acheté = 25% de remise,,True,155
Curry intense DUCROS,2.96,3.95,0.99,25.06,55.85 € / KG,1 acheté = 25% de remise,,True,155
Paprika de Hongrie DUCROS,3.41,4.55,1.14,25.05,71.04 € / KG,1 acheté = 25% de remise,,True,156
Cumin torréfié DUCROS,3.95,4.39,0.44,10.02,79.00 € / KG,1 acheté = 10% de remise,,True,156
Riz d'Or DUCROS,2.62,3.49,0.87,24.93,311.90 € / KG,1 acheté = 25% de remise,,True,156
Poivre à l'ail DUCROS,2.87,3.59,0.72,20.06,63.78 € / KG,PROMO : 20%,,True,156
Piments concassés DUCROS,1.75,2.19,0.44,20.09,60.34 € / KG,PROMO : 20%,,True,156
Moutarde graines DUCROS,1.87,2.49,0.62,24.9,38.96 € / KG,1 acheté = 25% de remise,,True,156
Ail & fines herbes DUCROS,1.86,2.19,0.33,15.07,77.50 € / KG,1 acheté = 15% de remise,,True,156
Epices pour pizza DUCROS,1.99,2.49,0.5,20.08,165.83 € / KG,PROMO : 20%,,True,156
Epices pour Country Potatoes DUCROS,1.94,2.59,0.65,25.1,35.27 € / KG,1 acheté = 25% de remise,,True,156
Epices mélange paella Valenciana DUCROS,1.35,1.69,0.34,20.12,67.50 € / KG,PROMO : 20%,,True,156
Cannelle de Saïgon torréfiée moulue DUCROS,3.67,4.89,1.22,24.95,91.75 € / KG,1 acheté = 25% de remise,,True,156
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,156
Poivre noir moulu doux force 5 DUCROS,2.59,3.45,0.86,24.93,80.94 € / KG,1 acheté = 25% de remise,,True,156
Poivre noir moulu fort DUCROS,2.69,3.59,0.9,25.07,76.86 € / KG,1 acheté = 25% de remise,,True,156
Basilic DUCROS,1.24,1.65,0.41,24.85,112.73 € / KG,1 acheté = 25% de remise,,True,156
Poivre noir grains force 6 DUCROS,3.95,4.39,0.44,10.02,43.89 € / KG,1 acheté = 10% de remise,,True,156
Poivre noir grains force 6 DUCROS,7.24,9.05,1.81,20.0,36.20 € / KG,PROMO : 20%,,True,156
Poivre noir grains force 6 DUCROS,2.54,2.99,0.45,15.05,66.84 € / KG,1 acheté = 15% de remise,,True,156
Poivre noir en grain DUCROS,3.08,3.85,0.77,20.0,110.00 € / KG,PROMO : 20%,,True,156
5 Baies doux DUCROS,3.36,3.95,0.59,14.94,140.00 € / KG,1 acheté = 15% de remise,,True,156
Thym DUCROS,1.31,1.75,0.44,25.14,93.57 € / KG,1 acheté = 25% de remise,,True,156
Persil DUCROS,1.27,1.69,0.42,24.85,254.00 € / KG,1 acheté = 25% de remise,,True,156
Curry balti DUCROS,2.02,2.69,0.67,24.91,51.79 € / KG,1 acheté = 25% de remise,,True,156
Curry madras DUCROS,1.99,2.49,0.5,20.08,44.22 € / KG,PROMO : 20%,,True,156
Lessive capsules Couleurs Eclatantes ARIEL,13.51,15.89,2.38,14.98,,1 acheté = 15% de remise,,True,156
Curry korma DUCROS,1.72,2.3,0.58,25.22,40.95 € / KG,1 acheté = 25% de remise,,True,156
Curry tandoori DUCROS,2.36,3.15,0.79,25.08,63.78 € / KG,1 acheté = 25% de remise,,True,156
Poivre DUCROS,2.84,3.55,0.71,20.0,83.53 € / KG,PROMO : 20%,,True,156
Paprika doux bio DUCROS,2.42,2.69,0.27,10.04,55.00 € / KG,1 acheté = 10% de remise,,True,156
Ail semoule bio DUCROS,2.65,2.95,0.3,10.17,50.96 € / KG,1 acheté = 10% de remise,,True,156
Thym bio DUCROS,2.24,2.49,0.25,10.04,131.76 € / KG,1 acheté = 10% de remise,,True,156
Cumin moulu Bio DUCROS,2.17,2.89,0.72,24.91,72.33 € / KG,1 acheté = 25% de remise,,True,156
Mélance 4 baies Bio moulin DUCROS,2.99,3.99,1.0,25.06,119.60 € / KG,1 acheté = 25% de remise,,True,157
Ciboulette DUCROS,1.27,1.69,0.42,24.85,317.50 € / KG,1 acheté = 25% de remise,,True,157
Origan Bio DUCROS,1.59,1.99,0.4,20.1,159.00 € / KG,PROMO : 20%,,True,157
Epices Ras el Hanout DUCROS,1.76,2.35,0.59,25.11,46.32 € / KG,1 acheté = 25% de remise,,True,157
Moulin Sel de l'Ile de Ré DUCROS,1.58,2.11,0.53,25.12,26.33 € / KG,1 acheté = 25% de remise,,True,157
Mélange pour frites hot paprika DUCROS,2.03,2.39,0.36,15.06,43.19 € / KG,1 acheté = 15% de remise,,True,157
Epice Mélange pour Pomme de Terre Sautées DUCROS,1.89,2.52,0.63,25.0,63.00 € / KG,1 acheté = 25% de remise,,True,157
Mélange piment DUCROS,2.55,3.4,0.85,25.0,55.43 € / KG,1 acheté = 25% de remise,,True,157
Mélange harissa DUCROS,2.21,2.95,0.74,25.08,46.04 € / KG,1 acheté = 25% de remise,,True,157
Origan de provence DUCROS,1.57,2.1,0.53,25.24,130.83 € / KG,1 acheté = 25% de remise,,True,157
Epices pour poisson DUCROS,2.47,2.75,0.28,10.18,66.76 € / KG,1 acheté = 10% de remise,,True,157
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,157
Romarin de Provence DUCROS,1.79,2.39,0.6,25.1,99.44 € / KG,1 acheté = 25% de remise,,True,157
Ciboulette DUCROS,2.11,2.81,0.7,24.91,191.82 € / KG,1 acheté = 25% de remise,,True,157
Curry DUCROS,2.69,2.99,0.3,10.03,26.90 € / KG,1 acheté = 10% de remise,,True,157
Mélange pour barbecue cajun DUCROS,0.95,1.27,0.32,25.2,38.00 € / KG,1 acheté = 25% de remise,,True,157
Ciboulette DUCROS,2.39,3.19,0.8,25.08,796.67 € / KG,1 acheté = 25% de remise,,True,157
Échalote DUCROS,2.55,3.19,0.64,20.06,255.00 € / KG,PROMO : 20%,,True,157
Lessive capsules Couleurs Eclatantes ARIEL,13.51,15.89,2.38,14.98,,1 acheté = 15% de remise,,True,157
Oignon DUCROS,2.24,2.99,0.75,25.08,248.89 € / KG,1 acheté = 25% de remise,,True,157
Oignon de France DUCROS,1.61,2.15,0.54,25.12,38.33 € / KG,1 acheté = 25% de remise,,True,157
Cumin moulu DUCROS,3.37,4.5,1.13,25.11,33.70 € / KG,1 acheté = 25% de remise,,True,157
Curry doux poudre DUCROS,1.49,1.99,0.5,25.13,31.70 € / KG,1 acheté = 25% de remise,,True,157
Mélange garam masala DUCROS,2.62,3.5,0.88,25.14,65.50 € / KG,1 acheté = 25% de remise,,True,157
Aneth DUCROS,1.59,1.99,0.4,20.1,122.31 € / KG,PROMO : 20%,,True,157
5 baies entières assemblage de poivres et d'épices DUCROS,6.63,8.29,1.66,20.02,34.89 € / KG,PROMO : 20%,,True,157
Mélange pour poulet croustillant DUCROS,1.75,2.34,0.59,25.21,70.00 € / KG,1 acheté = 25% de remise,,True,157
Persillade DUCROS,3.56,4.19,0.63,15.04,187.37 € / KG,1 acheté = 15% de remise,,True,157
Fines herbes DUCROS,2.74,3.65,0.91,24.93,171.25 € / KG,1 acheté = 25% de remise,,True,157
Epices persillade provençale DUCROS,3.59,3.99,0.4,10.03,188.95 € / KG,1 acheté = 10% de remise,,True,157
Cumin moulu DUCROS,2.65,2.95,0.3,10.17,66.25 € / KG,1 acheté = 10% de remise,,True,157
Echalote de France DUCROS,2.24,2.49,0.25,10.04,80.00 € / KG,1 acheté = 10% de remise,,True,157
Ail émincé DUCROS,3.19,3.99,0.8,20.05,102.90 € / KG,PROMO : 20%,,True,158
Piment de Cayenne mélange fort DUCROS,2.51,3.35,0.84,25.07,86.55 € / KG,1 acheté = 25% de remise,,True,158
Thym de Provence DUCROS,1.72,2.15,0.43,20.0,122.86 € / KG,PROMO : 20%,,True,158
Epice Safran de Grèce en Poudre DUCROS,3.84,4.8,0.96,20.0,3.84 € / U,PROMO : 20%,,True,158
Origan DUCROS,1.46,1.95,0.49,25.13,121.67 € / KG,1 acheté = 25% de remise,,True,158
Mélange d'épices Marocain DUCROS,2.63,3.09,0.46,14.89,65.75 € / KG,1 acheté = 15% de remise,,True,158
Mélange pour volaille DUCROS,2.63,3.1,0.47,15.16,44.58 € / KG,1 acheté = 15% de remise,,True,158
Sésame doré DUCROS,1.72,2.15,0.43,20.0,38.22 € / KG,PROMO : 20%,,True,158
Origan de France DUCROS,2.02,2.69,0.67,24.91,63.12 € / KG,1 acheté = 25% de remise,,True,158
Ail Saveur Fumée DUCROS,2.32,3.09,0.77,24.92,43.77 € / KG,1 acheté = 25% de remise,,True,158
Persillade de France DUCROS,1.89,2.52,0.63,25.0,75.60 € / KG,1 acheté = 25% de remise,,True,158
Capsules Lave-vaisselle Citron Tout en 1+ FAIRY,9.47,14.35,4.88,34.01,,PROMO : 34%,,True,158
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,158
Mélange cajun DUCROS,2.46,2.9,0.44,15.17,61.50 € / KG,1 acheté = 15% de remise,,True,158
Ail semoule DUCROS,7.91,8.79,0.88,10.01,23.61 € / KG,1 acheté = 10% de remise,,True,158
Chips saveur Barbecue LAY'S,0.87,1.09,0.22,20.18,19.33 € / KG,PROMO : 20%,,True,158
Cacahuètes grillées et non salées BENENUTS,2.06,2.29,0.23,10.04,10.30 € / KG,1 acheté = 10% de remise,,True,158
Chips à l'ancienne Nature LAY'S,0.79,0.99,0.2,20.2,17.56 € / KG,PROMO : 20%,,True,158
Mélange de noix grillées à sec BENENUTS,2.25,2.65,0.4,15.09,22.50 € / KG,1 acheté = 15% de remise,,True,158
Lessive capsules Couleurs Eclatantes ARIEL,13.51,15.89,2.38,14.98,,1 acheté = 15% de remise,,True,158
Chips saveur Cheeseburger LAY'S,1.59,1.99,0.4,20.1,13.25 € / KG,PROMO : 20%,,True,158
Mélange de fruits secs Amandes et Cranberries non salés BENENUTS PLAISIR BRUT,3.48,4.09,0.61,14.91,21.75 € / KG,1 acheté = 15% de remise,,True,158
Chips Recette Paysanne Nature LAY'S,1.39,,,,8.97 € / KG,Le 2ème à -50%,,True,158
Chips tortilla goût Barbecue DORITOS,1.66,1.85,0.19,10.27,10.38 € / KG,1 acheté = 10% de remise,,True,158
Chips saveur Moutarde pickles LAY'S,1.39,1.55,0.16,10.32,10.30 € / KG,1 acheté = 10% de remise,,True,158
Riz et soja à l'Espagnole Bio CEREAL BIO,2.42,2.69,0.27,10.04,11.00 € / KG,1 acheté = 10% de remise,,True,158
Riz et soja aux épices Tikka Massala Bio CEREAL BIO,2.37,2.79,0.42,15.05,10.77 € / KG,1 acheté = 15% de remise,,True,158
"Pavés fondants Soja, patate douce, citron confit et coco Bio CEREAL BIO",3.28,3.65,0.37,10.14,16.40 € / KG,1 acheté = 10% de remise,,True,158
Quinoa Royal pois chiches et citron confit Bio CEREAL BIO,2.42,2.69,0.27,10.04,11.00 € / KG,1 acheté = 10% de remise,,True,158
Quinoa Royal tomates séchées et piment d'espelette Bio CEREAL BIO,2.42,2.69,0.27,10.04,11.00 € / KG,1 acheté = 10% de remise,,True,158
Plat cuisiné mezzelune duo d'olives Bio CEREAL BIO,2.72,3.2,0.48,15.0,9.71 € / KG,1 acheté = 15% de remise,,True,158
Cornichons Aigres Doux Extra Fins HARTHERZ,2.12,2.49,0.37,14.86,11.16 € / KG,1 acheté = 15% de remise,,True,158
Bicarbonate alimentaire LA BALEINE,2.24,2.49,0.25,10.04,2.80 € / KG,1 acheté = 10% de remise,,True,158
Croutons goût ail TIPIAK,1.42,1.89,0.47,24.87,17.75 € / KG,1 acheté = 25% de remise,,True,159
Croûtons nature TIPIAK,1.42,1.89,0.47,24.87,9.47 € / KG,1 acheté = 25% de remise,,True,159
Croûtons au fromage TIPIAK,1.16,1.55,0.39,25.16,12.89 € / KG,1 acheté = 25% de remise,,True,159
Plat Cuisiné Gratin Montagnard CUISINE OCEANE,2.76,3.25,0.49,15.08,9.20 € / KG,1 acheté = 15% de remise,,True,159
Crevettes nordiques BALTHOR,4.24,4.99,0.75,15.03,47.11 € / KG,1 acheté = 15% de remise,,True,159
Cacahuètes caramelisées LES SECRETS DE LISON,2.42,2.69,0.27,10.04,8.07 € / KG,1 acheté = 10% de remise,,True,159
Sauce crudités Dijonnaise sans huile Bio LE JARDIN D'ORANTE,3.41,4.55,1.14,25.05,6.82 € / L,1 acheté = 25% de remise,,True,159
Cornichons balsamique LE JARDIN D'ORANTE,1.66,1.95,0.29,14.87,8.97 € / KG,1 acheté = 15% de remise,,True,159
Nouilles Soja caramel TANOSHI,2.96,3.29,0.33,10.03,8.22 € / KG,1 acheté = 10% de remise,,True,159
Plat cuisiné bio Quinoa lentilles BJORG,2.02,2.25,0.23,10.22,8.08 € / KG,1 acheté = 10% de remise,,True,159
Nouilles Poulet teriyaki TANOSHI,1.35,1.59,0.24,15.09,20.77 € / KG,1 acheté = 15% de remise,,True,159
Brosse à dents Électrique IO Series 3S ORAL B,93.9,,,,,70% d'économies,,True,159
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,159
Capsules Lave-vaisselle Anti-Terne Citron Platinum Plus FAIRY,8.81,13.35,4.54,34.01,,PROMO : 34%,,True,159
Gingembre Lamelles tanoshi TANOSHI,3.83,4.79,0.96,20.04,19.15 € / KG,PROMO : 20%,,True,159
Riz Sushi Japonica TANOSHI,3.14,3.69,0.55,14.91,6.98 € / KG,1 acheté = 15% de remise,,True,159
Nouilles Bœuf teppanyaki TANOSHI,1.35,1.59,0.24,15.09,20.77 € / KG,1 acheté = 15% de remise,,True,159
Nouille Blé curry TANOSHI,0.87,1.09,0.22,20.18,10.24 € / KG,PROMO : 20%,,True,159
Terrine bio Olives BJORG,3.28,3.65,0.37,10.14,26.24 € / KG,1 acheté = 10% de remise,,True,159
Biscuits Apéritif cacahuète Wasabi TANOSHI,2.17,2.55,0.38,14.9,21.70 € / KG,1 acheté = 15% de remise,,True,159
Capsules Lave-vaisselle Propreté Intense Platinum Plus FAIRY,8.81,13.35,4.54,34.01,,PROMO : 34%,,True,159
Sauce soja Soja sucrée TANOSHI,4.58,5.39,0.81,15.03,22.90 € / L,1 acheté = 15% de remise,,True,159
Nouilles Curry épicé TANOSHI,1.35,1.59,0.24,15.09,20.77 € / KG,1 acheté = 15% de remise,,True,159
Nouilles Patate douce TANOSHI,2.96,3.95,0.99,25.06,14.10 € / KG,1 acheté = 25% de remise,,True,159
Kimchi Fermenté épicé TANOSHI,3.95,4.65,0.7,15.05,11.97 € / KG,1 acheté = 15% de remise,,True,159
Ramen nature bio TANOSHI,2.92,3.65,0.73,20.0,8.59 € / KG,PROMO : 20%,,True,159
Ramen Soja TANOSHI,5.09,5.99,0.9,15.03,7.07 € / KG,1 acheté = 15% de remise,,True,159
Nouilles Poulet Goma shoyu TANOSHI,1.79,1.99,0.2,10.05,17.90 € / KG,1 acheté = 10% de remise,,True,159
Nouilles Bœuf Yakiniku TANOSHI,1.79,1.99,0.2,10.05,17.90 € / KG,1 acheté = 10% de remise,,True,159
Plat cuisiné poulet estragon & pâtes LA BELLE CHAURIENNE,2.6,3.25,0.65,20.0,8.67 € / KG,PROMO : 20%,,True,159
Plat cuisiné poulet basquaise CARREFOUR CLASSIC',2.39,,,,7.97 € / KG,Prenez en 5 = Payez en 4,,True,160
Champignons de Paris entiers 1er choix CARREFOUR CLASSIC',2.85,,,,8.26 € / KG,Le 2ème à -30%,,True,160
Lessive capsules Original ARIEL,13.51,15.89,2.38,14.98,,1 acheté = 15% de remise,,True,160
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,160
Capsules Lave-vaisselle Propreté Intense Platinum Plus FAIRY,8.81,13.35,4.54,34.01,,PROMO : 34%,,True,160
Lessive capsules Couleurs Eclatantes ARIEL,13.51,15.89,2.38,14.98,,1 acheté = 15% de remise,,True,160
Sauce Fajitas CARREFOUR SENSATION,2.39,,,,5.56 € / KG,Le 2ème à -30%,,True,160
Tortilla chips goût chili CARREFOUR SENSATION,1.49,,,,7.45 € / KG,Le 2ème à -30%,,True,160
Chips Tortilla CARREFOUR SENSATION,1.15,,,,5.75 € / KG,Le 2ème à -30%,,True,160
Sauce Salsa medium CARREFOUR SENSATION,1.49,,,,4.73 € / KG,Le 2ème à -30%,,True,160
Sauce Salsa épicée CARREFOUR SENSATION,1.49,,,,4.73 € / KG,Le 2ème à -30%,,True,160
Pâtes fusilli cuisson rapide CARREFOUR CLASSIC,0.89,,,,1.78 € / KG,Le 2ème à -20%,,True,161
Pâtes fusilli tomates & épinards CARREFOUR CLASSIC,1.25,,,,2.50 € / KG,Le 2ème à -20%,,True,161
Pâtes coquillettes 3 minutes CARREFOUR CLASSIC,0.89,,,,1.78 € / KG,Le 2ème à -20%,,True,161
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,161
Capsules Lave-vaisselle Tout en 1 Original FAIRY,9.47,14.35,4.88,34.01,,PROMO : 34%,,True,161
Lessive capsules Couleurs Eclatantes ARIEL,13.51,15.89,2.38,14.98,,1 acheté = 15% de remise,,True,161
Brosse à dents Électrique IO Series 3S ORAL B,93.9,,,,,70% d'économies,,True,161
Plat cuisiné Ravioli pur bœuf CARREFOUR CLASSIC',2.39,,,,7.97 € / KG,Prenez en 5 = Payez en 4,,True,162
Plat cuisiné saucisses aux lentilles CARREFOUR CLASSIC',1.3,1.45,0.15,10.34,3.10 € / KG,1 acheté = 10% de remise,,True,162
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,162
Capsules Lave-vaisselle Propreté Intense Platinum Plus FAIRY,8.81,13.35,4.54,34.01,,PROMO : 34%,,True,162
Capsules Lave-vaisselle Citron Tout en 1+ FAIRY,9.47,14.35,4.88,34.01,,PROMO : 34%,,True,162
Vinaigre de Vin rouge adouci au jus de raisins concentré MAILLE,2.38,2.65,0.27,10.19,4.76 € / L,1 acheté = 10% de remise,,True,162
Sel fin Equilibre CEREBOS,1.88,2.35,0.47,20.0,5.37 € / KG,PROMO : 20%,,True,162
Polenta bio grains moyen sans gluten ALPINA SAVOIE,2.2,2.45,0.25,10.2,4.40 € / KG,1 acheté = 10% de remise,,True,162
Pâtes bio coquillettes blé complet ALPINA SAVOIE,2.24,2.49,0.25,10.04,4.48 € / KG,1 acheté = 10% de remise,,True,162
Asperges Blanches Grosses GEANT VERT,3.48,4.09,0.61,14.91,16.98 € / KG,1 acheté = 15% de remise,,True,162
Fonds D'Artichauts GEANT VERT,3.59,3.99,0.4,10.03,17.10 € / KG,1 acheté = 10% de remise,,True,162
Maïs Doux Sans Sel Sans Sucre Ajouté Bio GEANT VERT,2.47,2.75,0.28,10.18,8.82 € / KG,1 acheté = 10% de remise,,True,163
Asperge blanche ROCHEFONTAINE,2.33,2.59,0.26,10.04,21.18 € / KG,1 acheté = 10% de remise,,True,163
Haricots verts extra-fins ROCHEFONTAINE,2.92,3.65,0.73,20.0,8.46 € / KG,PROMO : 20%,,True,163
Cœurs de palmier extra-fins Bio ROCHEFONTAINE,3.03,3.79,0.76,20.05,13.77 € / KG,PROMO : 20%,,True,163
Huile bio colza et olive SOLEOU,4.78,5.98,1.2,20.07,6.37 € / L,PROMO : 20%,,True,163
Plat Individuel Quinoa au Chorizo WILLIAM SAURIN,3.02,3.55,0.53,14.93,10.07 € / KG,1 acheté = 15% de remise,,True,163
Plat Individuel Porc Caramel GARBIT,3.14,3.49,0.35,10.03,10.47 € / KG,1 acheté = 10% de remise,,True,163
Plat Individuel Pad Thaï GARBIT,3.14,3.69,0.55,14.91,10.47 € / KG,1 acheté = 15% de remise,,True,163
Plat Individuel Curry Vert GARBIT,2.97,3.49,0.52,14.9,9.90 € / KG,1 acheté = 15% de remise,,True,163
Plat cuisiné blanquette de volaille duo de riz et purée de carottes WILLIAM SAURIN,3.55,3.95,0.4,10.13,11.09 € / KG,1 acheté = 10% de remise,,True,163
Plat cuisiné saumon à l'estragon duo de riz et purée de carottes WILLIAM SAURIN,3.55,3.95,0.4,10.13,11.09 € / KG,1 acheté = 10% de remise,,True,163
Capsules Lave-vaisselle Anti-Terne Citron Platinum Plus FAIRY,8.81,13.35,4.54,34.01,,PROMO : 34%,,True,163
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,163
Capsules Lave-vaisselle Propreté Intense Platinum Plus FAIRY,8.81,13.35,4.54,34.01,,PROMO : 34%,,True,163
Sardines à l'huile d'olive CONNETABLE,2.2,2.45,0.25,10.2,16.30 € / KG,1 acheté = 10% de remise,,True,163
Sardines huile d'olive et échalotes CONNETABLE,2.6,2.89,0.29,10.03,19.26 € / KG,1 acheté = 10% de remise,,True,163
Sardines à l'huile d'olive CONNETABLE,5.65,,,,13.45 € / KG,Le 2ème à -50%,,True,163
Sardines au piment CONNETABLE,5.65,,,,13.45 € / KG,Le 2ème à -50%,,True,163
Sardines tomate s/huile CONNETABLE,1.75,1.95,0.2,10.26,12.50 € / KG,1 acheté = 10% de remise,,True,163
Sardines tomate s/huile CONNETABLE,5.65,,,,13.45 € / KG,Le 2ème à -50%,,True,163
Sardines à l'huile de tournesol CONNETABLE,5.65,,,,13.45 € / KG,Le 2ème à -50%,,True,163
Thon blanc au naturel Label Rouge CONNETABLE,2.84,3.55,0.71,20.0,23.67 € / KG,PROMO : 20%,,True,163
Thon entier à l'huile d'olive CONNETABLE,2.71,3.39,0.68,20.06,16.94 € / KG,PROMO : 20%,,True,163
"Sauce Crudités Légère, Huile D'Olive Et Citron LESIEUR",1.79,2.39,0.6,25.1,3.58 € / L,1 acheté = 25% de remise,,True,163
Huile Combinée 4 Huiles De Graines Et 20% D'Huile D'Olive Vierge Extra ISIO 4 TOUCHE D'OLIVE,4.45,4.95,0.5,10.1,4.45 € / L,1 acheté = 10% de remise,,True,163
"Huile D'Olive Vierge Extra, Stop Goutte PUGET",5.36,7.15,1.79,25.03,11.28 € / L,1 acheté = 25% de remise,,True,163
Lessive capsules Couleurs Eclatantes ARIEL,13.51,15.89,2.38,14.98,,1 acheté = 15% de remise,,True,163
"Vinaigrette Légère Biphasée, Ail & Piment De Cayenne PUGET",1.88,2.69,0.81,30.11,5.70 € / L,PROMO : 30%,,True,163
"Vinaigrette Légère Biphasée, Balsamique, Tomates & Tomates Séchées PUGET",1.88,2.69,0.81,30.11,5.70 € / L,PROMO : 30%,,True,163
"Vinaigrette Légère Biphasée, Balsamique, Ciboulette & Échalotes PUGET",1.88,2.69,0.81,30.11,5.70 € / L,PROMO : 30%,,True,163
Pâtes Torsades colorées lentilles corail bio sans gluten LES MOULINS DE PROVENCE,2.92,3.89,0.97,24.94,11.68 € / KG,1 acheté = 25% de remise,,True,163
